PlantID,WeekStart,Product,CapacityUnits,ProductionCostPerUnit
P005,2025-02-17,SKU_A,2684,21.26
P024,2025-04-07,SKU_D,2271,31.12
P077,2025-05-12,SKU_D,1643,21.82
P076,2025-01-06,SKU_E,1967,17.37
P045,2025-03-17,SKU_B,2932,16.02
P062,2025-04-21,SKU_C,1871,23.54
P011,2025-04-07,SKU_C,1806,16.9
P006,2025-03-10,SKU_E,3130,26.29
P054,2025-01-06,SKU_A,1431,28.39
P059,2025-04-28,SKU_A,2090,30.86
P058,2025-02-17,SKU_D,3179,20.03
P048,2025-03-24,SKU_C,2432,26.99
P091,2025-02-10,SKU_D,2255,19.66
P016,2025-05-19,SKU_E,2249,22.25
P061,2025-02-03,SKU_A,3008,14.27
P028,2025-01-13,SKU_C,1790,21.47
P079,2025-02-24,SKU_A,2676,28.58
P052,2025-04-07,SKU_D,1884,24.52
P082,2025-02-24,SKU_E,3072,20.69
P011,2025-04-28,SKU_C,2363,18.18
P097,2025-03-31,SKU_D,2069,27.41
P028,2025-03-31,SKU_E,1841,22.41
P035,2025-04-07,SKU_B,2856,19.19
P070,2025-04-28,SKU_A,2774,20.54
P054,2025-04-14,SKU_D,1801,29.47
P001,2025-04-21,SKU_D,2489,25.92
P027,2025-03-24,SKU_D,1949,25.93
P012,2025-03-03,SKU_E,2123,16.07
P067,2025-03-31,SKU_E,1543,22.88
P067,2025-02-17,SKU_C,1882,23.77
P085,2025-01-13,SKU_A,1612,28.31
P094,2025-05-12,SKU_E,1661,24.13
P077,2025-04-07,SKU_D,2315,22.84
P027,2025-05-05,SKU_C,2031,24.53
P016,2025-05-19,SKU_C,1890,20.89
P004,2025-01-27,SKU_B,1923,16.18
P007,2025-04-07,SKU_D,3133,19.93
P029,2025-05-05,SKU_E,2349,23.85
P074,2025-03-03,SKU_E,2750,17.72
P039,2025-01-13,SKU_A,1602,14.64
P059,2025-02-17,SKU_C,2100,29.34
P046,2025-02-24,SKU_D,3121,22.09
P015,2025-04-21,SKU_D,1492,20.64
P038,2025-02-24,SKU_D,1272,20.97
P058,2025-03-03,SKU_E,2732,19.16
P041,2025-03-31,SKU_C,1466,17.54
P006,2025-05-05,SKU_A,2967,24.27
P067,2025-04-21,SKU_E,1399,22.28
P071,2025-04-28,SKU_D,2312,28.07
P090,2025-03-17,SKU_C,2154,22.67
P077,2025-04-14,SKU_A,1641,23.43
P075,2025-02-24,SKU_E,1948,15.46
P083,2025-03-17,SKU_C,2344,29.11
P074,2025-05-19,SKU_D,3011,20.4
P020,2025-03-03,SKU_B,2063,28.27
P004,2025-01-06,SKU_B,2177,16.25
P076,2025-01-20,SKU_E,1969,17.83
P015,2025-03-03,SKU_C,1538,18.75
P057,2025-01-20,SKU_E,3078,20.14
P014,2025-04-28,SKU_C,2036,23.31
P044,2025-02-17,SKU_A,1661,15.44
P035,2025-04-21,SKU_B,2764,21.39
P036,2025-03-10,SKU_B,2479,24.09
P099,2025-02-24,SKU_C,2755,22.02
P007,2025-01-20,SKU_A,2321,19.9
P010,2025-05-19,SKU_D,2447,19.56
P093,2025-04-07,SKU_C,2126,21.35
P075,2025-04-28,SKU_E,1518,17.02
P051,2025-02-10,SKU_B,2774,15.75
P017,2025-03-24,SKU_E,1937,19.12
P037,2025-04-21,SKU_D,2228,20.91
P056,2025-05-19,SKU_A,3069,18.78
P003,2025-01-13,SKU_B,2926,18.32
P006,2025-04-14,SKU_B,3061,23.12
P068,2025-05-19,SKU_C,3365,17.4
P068,2025-03-31,SKU_B,2911,18.24
P099,2025-02-03,SKU_A,2165,21.35
P015,2025-05-12,SKU_B,1343,20.52
P054,2025-01-27,SKU_B,2103,28.95
P024,2025-04-07,SKU_E,3240,27.7
P058,2025-01-13,SKU_E,2689,19.54
P066,2025-03-17,SKU_B,1658,13.8
P027,2025-02-03,SKU_E,1769,26.86
P039,2025-03-24,SKU_D,1675,14.62
P030,2025-04-14,SKU_C,1975,30.45
P002,2025-03-24,SKU_C,2538,27.48
P044,2025-05-05,SKU_A,1548,14.26
P086,2025-05-05,SKU_A,2908,17.52
P003,2025-02-10,SKU_A,2582,19.09
P024,2025-03-17,SKU_B,3018,30.82
P022,2025-02-03,SKU_A,2408,28.05
P060,2025-03-31,SKU_D,3059,15.77
P056,2025-05-05,SKU_E,2732,18.44
P068,2025-05-19,SKU_A,2915,18.45
P047,2025-03-31,SKU_C,1630,14.02
P043,2025-01-27,SKU_D,2089,20.4
P003,2025-01-27,SKU_D,2958,20.92
P046,2025-03-17,SKU_C,2561,21.57
P029,2025-05-19,SKU_B,2082,21.78
P087,2025-01-13,SKU_D,2275,22.78
P063,2025-02-10,SKU_A,2581,29.38
P069,2025-03-10,SKU_B,1835,17.01
P076,2025-05-12,SKU_C,2076,17.22
P088,2025-03-03,SKU_D,2474,17.91
P090,2025-02-24,SKU_C,1828,24.06
P009,2025-05-12,SKU_B,3118,16.28
P078,2025-01-27,SKU_B,1811,29.32
P006,2025-01-13,SKU_C,2920,25.68
P070,2025-03-17,SKU_C,2534,20.39
P054,2025-02-10,SKU_B,1931,28.19
P054,2025-03-24,SKU_D,1520,29.08
P039,2025-01-20,SKU_B,1727,15.75
P070,2025-02-03,SKU_A,2719,19.47
P064,2025-01-06,SKU_C,2224,18.36
P076,2025-05-12,SKU_B,2080,16.87
P100,2025-04-14,SKU_A,1859,26.09
P003,2025-04-14,SKU_B,2862,19.37
P030,2025-01-27,SKU_C,1980,28.55
P017,2025-05-12,SKU_A,1912,18.48
P021,2025-01-13,SKU_E,2196,18.46
P037,2025-04-21,SKU_C,1867,19.6
P069,2025-01-20,SKU_C,2319,16.93
P018,2025-04-28,SKU_C,2637,24.38
P062,2025-05-12,SKU_E,1803,22.92
P021,2025-01-20,SKU_C,2570,16.52
P044,2025-02-17,SKU_A,1661,15.44
P007,2025-04-07,SKU_E,3006,22.09
P034,2025-04-28,SKU_C,2497,15.89
P080,2025-03-31,SKU_D,1835,19.58
P047,2025-01-06,SKU_E,1999,14.97
P024,2025-01-27,SKU_E,2580,30.6
P020,2025-03-10,SKU_E,1879,27.85
P003,2025-05-19,SKU_E,2920,19.6
P058,2025-04-14,SKU_B,3380,22.26
P031,2025-03-24,SKU_D,1443,21.25
P012,2025-01-20,SKU_B,2594,18.67
P029,2025-03-03,SKU_D,2615,22.78
P027,2025-03-03,SKU_C,2197,24.79
P095,2025-03-17,SKU_D,2102,19.24
P059,2025-02-24,SKU_B,2359,28.16
P076,2025-05-19,SKU_A,1970,18.05
P052,2025-04-07,SKU_D,1884,24.52
P045,2025-01-20,SKU_D,3084,17.71
P073,2025-04-21,SKU_C,2747,20.76
P035,2025-03-31,SKU_B,2494,19.86
P096,2025-02-10,SKU_C,1805,21.26
P077,2025-03-03,SKU_D,1718,21.92
P028,2025-01-13,SKU_B,2103,21.93
P068,2025-01-27,SKU_D,2652,15.87
P011,2025-03-17,SKU_D,1815,19.45
P006,2025-04-28,SKU_A,2430,24.94
P062,2025-02-24,SKU_D,1785,24.68
P049,2025-03-31,SKU_E,2468,16.67
P053,2025-04-21,SKU_D,2128,27.35
P032,2025-04-21,SKU_C,3054,19.2
P085,2025-02-17,SKU_D,1798,28.92
P061,2025-03-24,SKU_C,2174,16.15
P013,2025-02-03,SKU_D,3145,21.78
P068,2025-02-17,SKU_C,3383,17.03
P074,2025-01-27,SKU_A,2682,19.85
P082,2025-01-20,SKU_B,2445,19.29
P099,2025-02-24,SKU_E,2192,19.55
P009,2025-05-05,SKU_C,3207,16.28
P036,2025-03-24,SKU_D,2413,22.81
P093,2025-02-03,SKU_C,2443,23.69
P069,2025-04-07,SKU_D,2087,19.78
P014,2025-04-21,SKU_A,2280,21.69
P067,2025-01-20,SKU_B,1568,22.87
P043,2025-02-17,SKU_E,2442,22.87
P009,2025-05-12,SKU_C,2265,17.89
P063,2025-04-21,SKU_E,2483,30.78
P042,2025-05-19,SKU_A,2985,27.36
P068,2025-02-10,SKU_A,2805,18.68
P085,2025-02-10,SKU_B,1693,31.05
P091,2025-01-06,SKU_B,2144,17.79
P058,2025-03-31,SKU_A,3302,19.54
P045,2025-04-21,SKU_E,2722,17.57
P017,2025-04-07,SKU_B,2385,19.4
P012,2025-03-17,SKU_E,2648,14.89
P057,2025-04-07,SKU_C,2649,20.83
P074,2025-03-31,SKU_A,3076,19.91
P031,2025-04-07,SKU_A,2001,21.12
P062,2025-04-07,SKU_A,1738,26.2
P030,2025-02-17,SKU_A,2727,31.12
P018,2025-05-19,SKU_E,2957,24.31
P032,2025-02-17,SKU_A,3047,21.9
P010,2025-02-10,SKU_A,2476,17.96
P021,2025-03-03,SKU_E,2491,18.51
P037,2025-02-24,SKU_C,1869,22.97
P080,2025-04-28,SKU_C,2460,21.68
P089,2025-03-31,SKU_C,2752,20.86
P098,2025-02-03,SKU_E,1813,18.14
P049,2025-04-14,SKU_E,2814,16.94
P087,2025-05-05,SKU_A,2638,23.33
P081,2025-05-05,SKU_C,2117,26.67
P098,2025-01-06,SKU_A,1685,18.87
P069,2025-03-31,SKU_E,1746,17.55
P007,2025-04-07,SKU_B,2876,21.47
P044,2025-05-19,SKU_D,1978,14.41
P038,2025-04-14,SKU_D,1344,22.21
P048,2025-05-12,SKU_D,2724,25.65
P039,2025-03-24,SKU_A,1670,16.47
P091,2025-03-10,SKU_B,2795,18.92
P030,2025-03-03,SKU_A,1882,29.01
P012,2025-01-13,SKU_B,2915,18.1
P062,2025-02-24,SKU_E,1930,24.34
P040,2025-03-03,SKU_C,2479,18.42
P001,2025-03-17,SKU_A,2600,27.2
P075,2025-02-24,SKU_D,2074,15.04
P042,2025-04-21,SKU_E,2196,28.08
P062,2025-01-20,SKU_E,2225,26.21
P034,2025-02-24,SKU_C,1974,15.67
P053,2025-05-19,SKU_A,2103,28.2
P068,2025-04-14,SKU_E,2462,15.49
P051,2025-02-24,SKU_A,2531,14.4
P047,2025-02-24,SKU_C,1560,13.67
P064,2025-05-19,SKU_D,2922,19.17
P045,2025-02-17,SKU_B,2650,15.94
P037,2025-02-10,SKU_C,1805,20.41
P014,2025-01-27,SKU_D,2463,21.4
P007,2025-02-03,SKU_E,2379,22.96
P084,2025-02-24,SKU_B,2433,26.63
P041,2025-01-20,SKU_E,1807,16.59
P009,2025-04-14,SKU_C,2944,17.85
P016,2025-03-24,SKU_E,2358,22.38
P074,2025-04-14,SKU_C,2335,18.45
P056,2025-02-03,SKU_C,2865,21.93
P084,2025-05-19,SKU_E,2569,26.72
P064,2025-04-14,SKU_A,2960,16.05
P021,2025-02-03,SKU_A,2212,17.06
P001,2025-02-03,SKU_B,2511,25.68
P024,2025-02-17,SKU_C,2778,29.03
P003,2025-01-27,SKU_B,3314,18.05
P100,2025-03-31,SKU_E,1964,26.15
P033,2025-04-14,SKU_D,2965,24.32
P062,2025-02-03,SKU_A,1904,25.63
P085,2025-05-12,SKU_D,1822,28.76
P039,2025-03-31,SKU_D,1653,17.21
P025,2025-03-03,SKU_D,1745,30.31
P099,2025-01-06,SKU_C,3140,19.02
P037,2025-01-13,SKU_A,1728,19.42
P003,2025-01-06,SKU_D,3067,19.39
P087,2025-02-24,SKU_C,2262,20.78
P008,2025-01-27,SKU_C,2158,16.59
P002,2025-04-07,SKU_E,2558,28.21
P083,2025-05-19,SKU_D,2346,27.39
P048,2025-02-17,SKU_E,3193,23.72
P011,2025-05-05,SKU_E,1904,18.08
P091,2025-04-07,SKU_E,2172,18.95
P048,2025-02-10,SKU_E,2339,23.61
P055,2025-02-03,SKU_C,1717,26.79
P030,2025-03-24,SKU_A,1988,29.47
P043,2025-04-21,SKU_E,2028,19.79
P050,2025-01-06,SKU_D,1894,28.27
P022,2025-02-03,SKU_C,1711,29.34
P044,2025-04-14,SKU_E,2161,16.33
P013,2025-04-28,SKU_B,2706,22.22
P002,2025-04-28,SKU_E,2465,29.21
P075,2025-03-17,SKU_C,1709,15.98
P046,2025-02-03,SKU_D,3499,24.42
P012,2025-05-12,SKU_B,2420,15.93
P048,2025-03-31,SKU_A,2846,26.48
P098,2025-02-17,SKU_E,1912,18.36
P004,2025-04-28,SKU_B,2282,16.54
P100,2025-05-05,SKU_B,1644,24.33
P082,2025-03-03,SKU_C,2325,21.11
P041,2025-01-13,SKU_D,1664,17.8
P047,2025-01-13,SKU_E,1985,17.13
P026,2025-02-17,SKU_E,2426,17.82
P074,2025-04-07,SKU_B,2753,19.5
P004,2025-01-13,SKU_A,1842,19.32
P060,2025-02-24,SKU_A,2768,15.52
P082,2025-05-05,SKU_E,2569,21.95
P002,2025-03-24,SKU_A,3338,29.26
P075,2025-03-03,SKU_E,1443,16.12
P081,2025-03-24,SKU_A,1605,26.7
P027,2025-05-05,SKU_C,2031,24.53
P011,2025-03-17,SKU_D,1815,19.45
P055,2025-02-10,SKU_E,1498,25.55
P059,2025-03-17,SKU_D,2011,28.19
P050,2025-04-21,SKU_E,1720,28.66
P072,2025-04-28,SKU_A,2861,15.28
P074,2025-02-17,SKU_A,2688,19.87
P041,2025-05-19,SKU_D,1707,18.56
P080,2025-04-21,SKU_E,2063,22.61
P002,2025-05-05,SKU_A,2438,27.75
P017,2025-02-03,SKU_B,1922,18.35
P028,2025-04-14,SKU_A,1804,23.39
P100,2025-03-17,SKU_D,1885,23.02
P027,2025-01-06,SKU_E,1823,27.21
P037,2025-04-21,SKU_B,2438,20.33
P030,2025-04-14,SKU_D,2054,28.68
P033,2025-04-14,SKU_C,2742,23.7
P035,2025-04-14,SKU_C,2531,19.94
P068,2025-01-27,SKU_C,3321,19.02
P033,2025-04-07,SKU_C,2431,23.77
P037,2025-02-10,SKU_E,2220,20.74
P029,2025-04-28,SKU_E,2913,23.7
P019,2025-01-06,SKU_C,1982,20.27
P001,2025-01-20,SKU_A,2149,28.84
P049,2025-03-10,SKU_A,2541,15.05
P053,2025-04-21,SKU_A,2644,28.12
P010,2025-03-10,SKU_C,3290,21.42
P083,2025-02-17,SKU_D,2441,29.2
P054,2025-04-28,SKU_B,1477,29.68
P072,2025-01-27,SKU_A,2743,16.31
P081,2025-05-19,SKU_C,1697,25.52
P051,2025-02-24,SKU_A,2531,14.4
P079,2025-04-28,SKU_C,3155,27.0
P006,2025-05-05,SKU_B,2277,25.71
P045,2025-01-06,SKU_E,3117,17.45
P005,2025-01-06,SKU_A,1925,23.7
P068,2025-04-14,SKU_E,2462,15.49
P032,2025-04-07,SKU_B,2849,20.12
P036,2025-01-06,SKU_B,2327,23.21
P092,2025-03-31,SKU_D,2743,17.47
P015,2025-01-20,SKU_A,1573,20.98
P026,2025-01-13,SKU_B,2371,19.18
P054,2025-02-24,SKU_B,1923,28.89
P020,2025-02-03,SKU_A,2436,25.52
P032,2025-03-10,SKU_A,2153,20.1
P003,2025-02-24,SKU_D,2629,21.45
P010,2025-04-14,SKU_A,2769,19.98
P047,2025-03-31,SKU_C,1630,14.02
P060,2025-01-20,SKU_D,2410,15.84
P005,2025-03-31,SKU_E,2655,20.23
P098,2025-04-28,SKU_A,2338,17.61
P038,2025-02-24,SKU_B,1451,20.22
P007,2025-01-20,SKU_D,3113,20.51
P029,2025-05-19,SKU_A,2404,22.29
P074,2025-01-27,SKU_E,2218,18.39
P091,2025-01-13,SKU_D,2180,17.84
P025,2025-02-17,SKU_E,1996,30.87
P074,2025-03-31,SKU_A,3076,19.91
P017,2025-02-03,SKU_D,2419,21.6
P026,2025-03-17,SKU_A,2597,18.96
P055,2025-01-27,SKU_A,1332,25.28
P013,2025-05-05,SKU_C,3000,20.54
P061,2025-01-20,SKU_B,2730,14.34
P069,2025-05-05,SKU_B,1626,16.66
P034,2025-03-10,SKU_C,1756,15.03
P041,2025-05-12,SKU_E,1400,17.45
P093,2025-04-21,SKU_A,2373,24.92
P074,2025-05-19,SKU_B,3057,18.22
P018,2025-03-17,SKU_E,2832,22.05
P050,2025-04-28,SKU_B,1810,28.94
P068,2025-05-19,SKU_D,3317,15.43
P075,2025-05-12,SKU_B,1817,15.06
P066,2025-05-19,SKU_D,1372,15.34
P004,2025-05-19,SKU_C,1741,18.4
P013,2025-03-17,SKU_C,3014,21.05
P013,2025-02-24,SKU_D,3192,20.76
P073,2025-01-13,SKU_E,2853,18.75
P001,2025-02-10,SKU_D,2647,28.79
P067,2025-01-06,SKU_B,1623,20.31
P049,2025-05-19,SKU_D,3177,15.58
P063,2025-02-17,SKU_D,2443,28.3
P009,2025-01-13,SKU_E,2754,17.38
P084,2025-01-13,SKU_A,2065,28.47
P040,2025-05-12,SKU_E,2225,19.13
P099,2025-05-19,SKU_A,3086,20.58
P023,2025-02-03,SKU_E,2399,26.16
P034,2025-05-12,SKU_B,1824,15.51
P058,2025-02-17,SKU_D,3179,20.03
P095,2025-02-17,SKU_A,2288,21.81
P024,2025-05-12,SKU_B,3160,30.96
P085,2025-02-17,SKU_B,1701,29.31
P027,2025-02-24,SKU_A,2146,24.87
P087,2025-05-12,SKU_C,2486,21.47
P025,2025-03-17,SKU_A,1908,30.73
P017,2025-01-13,SKU_E,2133,19.96
P064,2025-03-31,SKU_E,2726,19.39
P040,2025-01-27,SKU_C,2161,21.4
P082,2025-05-05,SKU_B,2982,20.01
P027,2025-04-07,SKU_A,2445,26.06
P061,2025-03-31,SKU_E,2417,14.14
P007,2025-03-03,SKU_A,2692,22.53
P010,2025-02-24,SKU_C,2747,20.63
P023,2025-03-24,SKU_C,2551,28.28
P068,2025-05-05,SKU_B,2699,15.43
P055,2025-05-19,SKU_D,1835,26.11
P024,2025-01-20,SKU_A,2830,28.39
P013,2025-05-12,SKU_B,2318,19.69
P019,2025-01-13,SKU_C,2318,19.52
P063,2025-04-21,SKU_C,2352,29.93
P017,2025-02-03,SKU_A,2242,21.07
P067,2025-05-19,SKU_A,1405,20.12
P038,2025-04-28,SKU_A,1635,22.16
P052,2025-03-10,SKU_E,1386,27.0
P038,2025-01-27,SKU_E,1314,20.83
P028,2025-03-10,SKU_E,1935,21.52
P032,2025-01-27,SKU_D,2482,22.81
P011,2025-05-05,SKU_A,1760,20.15
P005,2025-01-27,SKU_A,2398,19.81
P079,2025-02-10,SKU_D,3230,30.03
P100,2025-01-06,SKU_E,1696,22.72
P072,2025-01-06,SKU_D,2648,16.41
P091,2025-04-07,SKU_A,2247,17.94
P092,2025-04-07,SKU_E,2427,16.01
P062,2025-05-05,SKU_D,2184,25.8
P021,2025-03-31,SKU_A,1729,17.5
P091,2025-01-20,SKU_E,2097,19.19
P034,2025-05-12,SKU_C,1755,18.66
P020,2025-04-14,SKU_E,2417,26.25
P008,2025-01-06,SKU_C,1797,17.59
P016,2025-05-12,SKU_E,2049,20.44
P038,2025-04-28,SKU_A,1635,22.16
P069,2025-03-10,SKU_E,1756,18.2
P007,2025-02-10,SKU_C,2509,21.69
P028,2025-02-03,SKU_B,1854,22.09
P026,2025-04-14,SKU_B,2313,17.71
P061,2025-02-10,SKU_D,3078,15.77
P090,2025-03-24,SKU_A,2139,24.96
P043,2025-01-06,SKU_D,2699,19.67
P089,2025-04-07,SKU_A,2308,21.78
P022,2025-05-12,SKU_D,2140,30.71
P036,2025-04-21,SKU_C,2801,23.66
P015,2025-04-07,SKU_E,1988,21.25
P091,2025-01-20,SKU_E,2097,19.19
P062,2025-02-17,SKU_B,2185,23.81
P012,2025-03-10,SKU_B,2504,17.5
P009,2025-03-10,SKU_E,2461,17.79
P052,2025-02-24,SKU_D,1906,25.23
P051,2025-05-05,SKU_E,3081,16.77
P074,2025-05-19,SKU_A,2630,17.24
P087,2025-02-10,SKU_B,3094,22.41
P050,2025-05-19,SKU_E,2008,30.34
P046,2025-03-17,SKU_D,3158,22.69
P004,2025-01-06,SKU_D,1684,19.59
P013,2025-01-06,SKU_D,2618,20.83
P042,2025-03-17,SKU_C,2481,26.34
P083,2025-01-13,SKU_C,2765,26.55
P026,2025-03-31,SKU_D,2215,19.7
P079,2025-05-12,SKU_C,2811,30.13
P045,2025-04-28,SKU_D,3301,15.71
P059,2025-05-19,SKU_A,2069,28.95
P012,2025-01-06,SKU_D,2311,17.08
P089,2025-03-03,SKU_E,2809,21.41
P046,2025-03-03,SKU_D,2622,22.84
P056,2025-03-31,SKU_B,2592,20.66
P005,2025-04-21,SKU_D,2146,22.64
P017,2025-04-14,SKU_E,2355,19.06
P037,2025-04-07,SKU_B,2395,19.65
P097,2025-02-17,SKU_C,1671,26.16
P026,2025-05-12,SKU_C,2438,18.45
P085,2025-04-14,SKU_D,1306,31.04
P073,2025-04-14,SKU_C,2368,21.31
P061,2025-04-07,SKU_D,2995,13.59
P024,2025-01-27,SKU_E,2580,30.6
P041,2025-01-20,SKU_D,1915,17.78
P060,2025-03-17,SKU_B,3308,16.09
P021,2025-03-03,SKU_E,2491,18.51
P086,2025-03-03,SKU_C,2742,18.42
P060,2025-02-24,SKU_E,2713,14.54
P081,2025-03-17,SKU_E,2206,24.79
P033,2025-03-17,SKU_E,2489,25.02
P011,2025-01-27,SKU_B,2434,18.27
P076,2025-03-10,SKU_B,2159,17.73
P067,2025-05-19,SKU_A,1405,20.12
P060,2025-04-07,SKU_E,2632,16.47
P012,2025-03-17,SKU_C,2836,18.51
P002,2025-03-24,SKU_B,2835,27.17
P028,2025-02-24,SKU_D,1659,23.48
P015,2025-02-17,SKU_E,1772,18.43
P092,2025-01-20,SKU_C,2429,14.18
P044,2025-05-19,SKU_B,1603,15.32
P001,2025-01-27,SKU_A,2574,25.0
P039,2025-01-06,SKU_B,1534,16.53
P093,2025-04-07,SKU_A,2152,22.45
P035,2025-04-28,SKU_D,2897,21.02
P045,2025-03-24,SKU_E,2546,16.75
P046,2025-05-05,SKU_E,3259,22.28
P090,2025-02-03,SKU_B,2033,23.46
P021,2025-04-21,SKU_E,2345,17.82
P056,2025-03-24,SKU_E,2836,18.16
P021,2025-02-10,SKU_C,1757,18.28
P004,2025-01-27,SKU_A,1814,17.17
P025,2025-01-13,SKU_B,1836,29.85
P005,2025-02-10,SKU_C,2224,21.37
P013,2025-01-27,SKU_E,3068,21.87
P041,2025-02-03,SKU_B,1832,16.21
P015,2025-04-28,SKU_A,1980,18.03
P088,2025-01-13,SKU_B,3141,19.54
P037,2025-02-17,SKU_D,2193,21.35
P064,2025-04-07,SKU_E,2338,19.49
P067,2025-05-19,SKU_A,1405,20.12
P016,2025-04-07,SKU_A,2291,20.4
P065,2025-01-06,SKU_D,2100,26.34
P038,2025-02-03,SKU_A,1818,20.26
P093,2025-05-12,SKU_C,2887,25.06
P066,2025-03-31,SKU_B,1718,14.31
P005,2025-01-20,SKU_C,1983,21.76
P060,2025-02-10,SKU_E,3475,17.85
P050,2025-04-14,SKU_E,2544,29.93
P072,2025-04-07,SKU_E,3093,19.1
P028,2025-04-14,SKU_C,1756,23.98
P096,2025-02-24,SKU_B,1714,21.76
P007,2025-03-31,SKU_D,2173,19.89
P063,2025-03-10,SKU_C,2595,28.93
P009,2025-03-31,SKU_A,2676,18.47
P022,2025-05-19,SKU_B,2197,27.69
P048,2025-02-03,SKU_A,2813,27.2
P011,2025-03-24,SKU_D,2414,17.39
P048,2025-05-12,SKU_C,2392,23.56
P068,2025-03-03,SKU_B,3031,17.85
P068,2025-03-24,SKU_B,3020,17.86
P081,2025-02-24,SKU_D,2139,23.73
P012,2025-01-06,SKU_B,2105,15.66
P021,2025-05-12,SKU_C,1935,16.57
P088,2025-01-20,SKU_A,3113,19.72
P027,2025-01-06,SKU_E,1823,27.21
P019,2025-05-12,SKU_D,2433,16.79
P052,2025-03-10,SKU_E,1386,27.0
P043,2025-04-28,SKU_C,2243,22.08
P087,2025-01-06,SKU_C,2825,22.22
P091,2025-01-06,SKU_E,2791,17.74
P065,2025-02-24,SKU_B,2110,25.17
P097,2025-04-28,SKU_B,1839,24.65
P007,2025-04-14,SKU_C,3042,21.46
P028,2025-03-17,SKU_E,1797,22.28
P068,2025-04-28,SKU_D,2803,18.21
P012,2025-04-14,SKU_D,2132,16.92
P080,2025-04-07,SKU_B,1900,19.47
P011,2025-03-10,SKU_B,2221,16.69
P086,2025-02-10,SKU_B,2316,18.72
P071,2025-04-07,SKU_C,2431,31.06
P072,2025-05-05,SKU_E,2737,18.22
P033,2025-02-17,SKU_E,3167,22.33
P062,2025-03-24,SKU_B,1630,24.68
P073,2025-03-17,SKU_E,2356,20.31
P015,2025-04-14,SKU_B,1710,21.61
P053,2025-03-24,SKU_B,2108,27.89
P001,2025-02-10,SKU_A,2573,26.53
P023,2025-03-17,SKU_C,2623,25.87
P001,2025-05-05,SKU_D,2644,28.3
P064,2025-03-31,SKU_A,2076,17.22
P006,2025-03-24,SKU_A,2135,26.11
P021,2025-03-03,SKU_B,2067,15.92
P061,2025-03-31,SKU_D,3090,14.86
P064,2025-05-19,SKU_C,2331,15.87
P095,2025-03-10,SKU_D,2286,19.16
P030,2025-02-24,SKU_A,2144,31.24
P039,2025-03-24,SKU_A,1670,16.47
P058,2025-04-21,SKU_C,2347,19.68
P012,2025-03-31,SKU_A,2763,14.97
P009,2025-05-12,SKU_B,3118,16.28
P060,2025-05-12,SKU_D,3060,16.42
P004,2025-03-24,SKU_B,2209,19.85
P062,2025-05-05,SKU_A,2070,23.78
P022,2025-02-10,SKU_C,2124,29.58
P093,2025-03-10,SKU_B,2950,24.73
P044,2025-02-17,SKU_E,1626,16.45
P086,2025-02-24,SKU_B,2794,16.13
P067,2025-05-05,SKU_B,1805,23.86
P069,2025-01-20,SKU_E,2144,16.22
P095,2025-01-13,SKU_B,2223,19.23
P049,2025-03-24,SKU_A,2353,14.42
P048,2025-04-28,SKU_B,2364,25.36
P044,2025-02-17,SKU_C,1767,14.66
P040,2025-04-14,SKU_B,2704,19.98
P017,2025-05-12,SKU_A,1912,18.48
P041,2025-04-28,SKU_A,1318,17.39
P022,2025-01-06,SKU_A,2497,30.19
P034,2025-01-13,SKU_A,1793,16.41
P012,2025-04-07,SKU_D,2915,14.95
P014,2025-01-06,SKU_E,2507,19.52
P026,2025-01-06,SKU_D,2021,18.67
P089,2025-04-07,SKU_C,2205,20.68
P035,2025-04-07,SKU_E,2991,19.5
P081,2025-03-03,SKU_E,1733,27.1
P021,2025-04-14,SKU_E,1989,15.88
P052,2025-03-31,SKU_C,1759,27.5
P011,2025-04-21,SKU_E,1776,17.91
P061,2025-02-10,SKU_B,2402,14.73
P062,2025-04-07,SKU_A,1738,26.2
P065,2025-04-14,SKU_E,1708,28.08
P063,2025-01-20,SKU_A,2770,30.98
P096,2025-04-28,SKU_A,1506,19.94
P003,2025-02-24,SKU_C,2482,18.33
P030,2025-04-28,SKU_A,2437,31.12
P085,2025-05-12,SKU_C,1488,29.47
P057,2025-02-24,SKU_A,2908,18.61
P007,2025-01-27,SKU_E,2933,21.7
P065,2025-01-13,SKU_B,1860,26.5
P093,2025-01-06,SKU_B,2352,24.97
P040,2025-02-17,SKU_A,2640,18.86
P006,2025-02-17,SKU_A,2837,25.06
P100,2025-02-10,SKU_E,1529,23.23
P069,2025-04-07,SKU_B,1984,17.96
P074,2025-03-17,SKU_D,2696,18.84
P076,2025-03-24,SKU_D,1982,16.37
P094,2025-04-28,SKU_E,1524,21.92
P022,2025-05-05,SKU_B,1755,28.01
P021,2025-03-24,SKU_E,2024,16.36
P048,2025-02-17,SKU_E,3193,23.72
P033,2025-05-05,SKU_C,2259,24.89
P008,2025-02-03,SKU_D,1755,16.46
P051,2025-03-17,SKU_C,2237,16.0
P007,2025-02-17,SKU_B,2601,20.19
P026,2025-01-27,SKU_A,2199,18.45
P072,2025-01-20,SKU_D,2706,15.97
P080,2025-02-17,SKU_B,2343,22.08
P099,2025-05-19,SKU_A,3086,20.58
P072,2025-02-03,SKU_B,3190,15.53
P026,2025-02-03,SKU_E,2272,17.46
P047,2025-01-27,SKU_A,1666,14.42
P019,2025-02-24,SKU_B,2322,18.88
