Plant,Market,Cost
P049,M028,20.95
P049,M029,13.72
P049,M030,36.72
P049,M031,17.62
P049,M033,32.99
P049,M035,18.98
P049,M036,7.73
P049,M037,11.93
P049,M038,7.45
P049,M040,5.89
P049,M042,39.26
P049,M044,33.2
P049,M045,33.37
P049,M046,24.24
P049,M047,16.07
P049,M048,3.89
P049,M051,24.929999999999996
P049,M052,16.53
P049,M054,18.55
P049,M055,26.41
P049,M056,26.46
P049,M057,25.73
P049,M058,20.81
P049,M059,13.06
P049,M060,31.7
P049,M061,29.33
P049,M062,14.15
P049,M063,9.45
P049,M064,9.35
P049,M065,4.75
P049,M066,5.67
P049,M067,27.78
P049,M069,27.26
P049,M070,36.41
P049,M071,38.29
P049,M072,25.1
P049,M073,28.84
P049,M074,15.97
P049,M075,13.07
P049,M077,24.15
P049,M078,12.19
P049,M079,22.13
P049,M080,24.85
P049,M081,31.48
P049,M083,14.18
P049,M084,29.02
P049,M085,39.7
P049,M086,40.0
P049,M087,6.64
P049,M089,34.44
P049,M090,41.57
P049,M091,25.43
P049,M092,36.06
P049,M093,36.03
P049,M094,35.43
P049,M095,27.07
P049,M096,11.15
P049,M097,3.4500000000000006
P049,M098,35.5
P049,M099,29.31
P049,M100,38.13
P050,M001,22.45
P050,M002,26.13
P050,M003,31.5
P050,M004,17.59
P050,M005,25.42
P050,M007,17.57
P050,M008,7.95
P050,M009,22.73
P050,M010,14.33
P050,M011,33.24
P050,M012,29.24
P050,M013,14.53
P050,M014,11.44
P050,M015,38.46
P050,M016,39.9
P050,M017,16.3
P050,M019,38.04
P050,M020,37.08
P050,M021,5.6
P050,M022,40.39
P050,M023,15.98
P050,M024,7.42
P050,M025,15.52
P050,M026,12.38
P050,M027,33.41
P050,M028,30.03
P050,M029,16.01
P050,M030,36.87
P050,M031,5.11
P050,M032,25.32
P050,M033,12.81
P050,M034,6.39
P050,M035,3.91
P050,M036,13.74
P050,M037,16.29
P050,M038,38.91
P050,M039,25.86
P050,M041,22.69
P050,M042,17.78
P050,M043,22.23
P050,M046,16.26
P050,M047,42.34
P050,M048,25.64
P050,M049,13.14
P050,M050,24.49
P050,M051,41.35
P050,M052,29.48
P050,M053,8.63
P050,M054,8.41
P050,M055,42.21
P050,M056,38.02
P050,M057,37.71
P050,M058,25.11
P050,M059,25.82
P050,M060,17.72
P050,M061,3.42
P050,M064,9.99
P050,M065,40.61
P050,M066,33.02
P050,M069,22.7
P050,M071,12.49
P050,M072,23.39
P050,M073,6.95
P050,M074,26.56
P050,M076,38.93
P050,M077,38.52
P050,M078,17.17
P050,M079,6.22
P050,M080,30.399999999999995
P050,M081,15.55
P050,M083,6.15
P050,M084,39.21
P050,M085,42.05
P050,M086,11.49
P050,M087,13.45
P050,M088,13.41
P050,M089,10.1
P050,M090,24.75
P050,M091,18.29
P050,M092,8.4
P050,M093,9.81
P050,M094,33.25
P050,M095,10.76
P050,M096,10.68
P050,M097,20.84
P050,M098,7.1
P050,M099,33.29
P050,M100,33.97
P051,M001,28.04
P051,M002,10.73
P051,M003,27.3
P051,M004,28.44
P051,M005,27.2
P051,M006,5.07
P051,M007,36.61
P051,M008,6.84
P051,M009,21.35
P051,M010,27.53
P051,M011,8.58
P051,M013,7.739999999999999
P051,M014,14.17
P051,M015,8.52
P051,M016,20.8
P051,M017,4.64
P051,M018,17.68
P051,M019,36.58
P051,M020,28.67
P051,M021,10.93
P051,M022,23.07
P051,M023,5.09
P051,M025,23.13
P051,M026,26.65
P051,M027,33.2
P051,M028,28.59
P051,M029,17.4
P051,M030,33.1
P051,M032,8.59
P051,M033,27.88
P051,M034,12.910000000000002
P051,M035,24.91
P051,M036,20.7
P051,M037,11.3
P051,M039,24.26
P051,M040,19.4
P051,M041,33.93
P051,M042,11.19
P051,M043,36.82
P051,M044,19.2
P051,M045,13.68
P051,M046,34.64
P051,M047,13.7
P051,M048,13.21
P051,M049,7.97
P051,M050,4.98
P051,M051,23.43
P051,M052,40.68
P051,M053,8.26
P051,M054,5.37
P051,M055,11.29
P051,M056,40.56
P051,M057,40.31
P051,M058,14.86
P051,M059,34.88
P051,M061,26.57
P051,M062,8.78
P051,M063,13.9
P051,M064,7.56
P051,M065,33.78
P051,M067,22.72
P051,M068,31.64
P051,M069,21.03
P051,M070,6.15
P051,M071,10.24
P051,M072,7.099999999999999
P051,M073,12.3
P051,M074,23.44
P051,M075,19.16
P051,M076,6.01
P051,M077,6.5
P051,M078,5.6
P051,M079,23.83
P051,M080,26.440000000000005
P051,M081,16.45
P051,M082,38.54
P051,M083,27.59
P051,M084,19.4
P051,M085,9.34
P051,M086,35.28
P051,M087,20.93
P051,M088,42.35
P051,M089,38.08
P051,M090,6.7
P051,M091,10.65
P051,M092,10.8
P051,M093,36.75
P051,M094,20.38
P051,M095,11.09
P051,M096,29.42
P051,M097,36.2
P051,M098,9.81
P051,M100,32.65
P052,M001,32.56
P052,M004,24.43
P052,M005,6.2
P052,M006,12.69
P052,M007,32.47
P052,M009,30.23
P052,M010,24.57
P052,M011,36.18
P052,M012,36.14
P052,M014,22.38
P052,M015,12.16
P052,M016,15.75
P052,M018,39.9
P052,M019,18.46
P052,M021,22.42
P052,M023,19.92
P052,M024,4.39
P052,M025,19.67
P052,M027,18.65
P052,M028,11.7
P052,M030,6.650000000000001
P052,M031,26.59
P052,M032,35.74
P052,M033,33.2
P052,M035,17.51
P052,M036,7.669999999999999
P052,M037,16.72
P052,M038,32.61
P052,M039,17.68
P052,M040,34.08
P052,M041,21.07
P052,M043,15.7
P052,M044,18.29
P052,M045,19.23
P052,M046,34.14
P052,M047,40.82
P052,M048,34.62
P052,M049,18.85
P052,M051,26.53
P052,M052,32.82
P052,M053,15.21
P052,M054,12.0
P052,M055,15.940000000000001
P052,M056,33.7
P052,M058,34.55
P052,M059,24.75
P052,M060,17.62
P052,M061,10.15
P052,M062,24.46
P052,M063,9.64
P052,M064,35.12
P052,M065,15.15
P052,M066,28.18
P052,M067,23.0
P052,M068,35.29
P052,M069,24.24
P052,M071,25.09
P052,M072,10.57
P052,M073,37.47
P052,M074,33.41
P052,M075,15.83
P052,M076,4.88
P052,M077,23.25
P052,M078,7.0
P052,M079,7.03
P052,M081,27.41
P052,M082,10.1
P052,M084,8.83
P052,M085,10.28
P052,M086,31.57
P052,M087,29.95
P052,M088,32.23
P052,M089,14.41
P052,M090,11.78
P052,M091,35.22
P052,M092,13.33
P052,M093,31.08
P052,M094,34.58
P052,M096,6.32
P052,M097,23.16
P052,M098,11.79
P052,M099,18.69
P052,M100,35.72
P053,M002,32.76
P053,M003,37.14
P053,M004,7.87
P053,M005,15.56
P053,M006,7.8
P053,M008,16.78
P053,M009,35.86
P053,M010,39.51
P053,M011,37.95
P053,M014,26.52
P053,M015,39.6
P053,M016,14.169999999999998
P053,M017,15.589999999999998
P053,M018,6.16
P053,M019,3.44
P053,M020,14.14
P053,M022,19.81
P053,M023,30.58
P053,M024,8.23
P053,M025,16.5
P053,M026,23.67
P053,M027,12.37
P053,M028,30.55
P053,M029,22.84
P053,M030,30.7
P053,M031,37.93
P053,M032,38.19
P053,M033,21.55
P053,M034,12.53
P053,M035,40.6
P053,M036,8.34
P053,M037,36.86
P053,M038,11.78
P053,M039,5.86
P053,M040,9.09
P053,M041,15.56
P053,M043,38.43
P053,M044,25.69
P053,M045,26.369999999999997
P053,M046,25.78
P053,M047,19.43
P053,M048,5.84
P053,M049,27.27
P053,M050,41.49
P053,M051,20.0
P053,M052,2.78
P053,M053,9.25
P053,M054,7.5
P053,M055,37.39
P053,M056,21.54
P053,M057,26.13
P053,M058,15.32
P053,M059,28.13
P053,M060,37.74
P053,M061,10.04
P053,M062,20.97
P053,M063,25.08
P053,M065,27.4
P053,M066,39.01
P053,M067,33.63
P053,M068,6.53
P053,M070,34.06
P053,M071,8.6
P053,M072,34.18
P053,M073,28.86
P053,M075,38.35
P053,M076,33.58
P053,M077,17.14
P053,M078,40.18
P053,M079,22.179999999999996
P053,M080,36.77
P053,M082,24.23
P053,M083,27.48
P053,M084,5.05
P053,M086,18.88
P053,M087,22.88
P053,M088,41.0
P053,M089,3.17
P053,M090,31.77
P053,M091,21.42
P053,M092,41.91
P053,M093,8.21
P053,M094,31.05
P053,M096,27.350000000000005
P053,M097,29.89
P053,M098,10.86
P053,M099,9.75
P053,M100,14.73
P054,M001,39.23
P054,M002,28.51
P054,M003,41.4
P054,M004,22.83
P054,M005,25.44
P054,M006,20.07
P054,M007,25.96
P054,M009,29.49
P054,M010,36.98
P054,M012,12.34
P054,M013,26.52
P054,M014,30.04
P054,M015,38.0
P054,M016,4.65
P054,M018,20.95
P054,M019,15.64
P054,M020,16.69
P054,M021,38.38
P054,M023,37.64
P054,M024,24.18
P054,M025,38.7
P054,M027,28.54
P054,M028,41.81
P054,M030,22.76
P054,M031,8.9
P054,M033,25.92
P054,M034,41.53
P054,M035,18.78
P054,M036,22.350000000000005
P054,M037,19.33
P054,M038,27.0
P054,M039,26.61
P054,M040,2.97
P054,M041,6.55
P054,M043,35.38
P054,M044,18.38
P054,M045,18.94
P054,M046,29.96
P054,M047,41.46
P054,M048,13.47
P054,M049,20.23
P054,M050,32.94
P054,M051,34.92
P054,M053,28.02
P054,M054,29.84
P054,M055,18.31
P054,M056,21.47
P054,M057,21.05
P054,M058,27.51
P054,M060,14.18
P054,M061,18.74
P054,M064,11.04
P054,M065,19.67
P054,M066,9.4
P054,M067,10.74
P054,M069,9.89
P054,M070,32.49
P054,M071,29.48
P054,M072,10.16
P054,M073,5.96
P054,M074,8.58
P054,M075,12.91
P054,M076,34.8
P054,M077,24.73
P054,M078,21.63
P054,M079,25.82
P054,M080,37.58
P054,M081,40.09
P054,M082,26.33
P054,M083,15.75
P054,M084,30.96
P054,M085,9.58
P054,M086,26.37
P054,M087,27.9
P054,M088,9.45
P054,M089,35.88
P054,M090,30.96
P054,M091,7.87
P054,M092,19.96
P054,M093,20.45
P054,M095,16.83
P054,M096,28.62
P054,M097,3.48
P054,M098,24.49
P054,M099,15.01
P054,M100,14.27
P055,M001,13.72
P055,M002,36.64
P055,M003,9.22
P055,M004,28.0
P055,M005,26.83
P055,M006,32.19
P055,M007,11.38
P055,M008,34.46
P055,M009,37.13
P055,M010,35.66
P055,M011,15.29
P055,M012,11.63
P055,M013,22.91
P055,M014,16.97
P055,M015,11.36
P055,M016,13.37
P055,M018,3.23
P055,M019,22.39
P055,M020,17.28
P055,M022,30.52
P055,M023,7.85
P055,M024,38.6
P055,M026,19.26
P055,M027,16.52
P055,M028,29.48
P055,M029,28.34
P055,M030,30.43
P055,M031,14.09
P055,M032,7.599999999999999
P055,M033,37.13
P055,M034,40.03
P055,M035,16.16
P055,M036,16.61
P055,M037,28.77
P055,M039,37.77
P055,M040,8.06
P055,M041,41.09
P055,M042,40.96
P055,M043,16.69
P055,M044,5.989999999999999
P055,M046,10.41
P055,M047,7.71
P055,M048,5.01
P055,M050,23.98
P055,M051,38.26
P055,M052,24.23
P055,M053,6.42
P055,M054,18.43
P055,M056,19.2
P055,M057,12.98
P055,M058,34.19
P055,M059,37.59
P055,M060,34.81
P055,M061,31.78
P055,M062,27.57
P055,M063,16.95
P055,M064,33.79
P055,M065,40.56
P055,M066,4.49
P055,M067,29.26
P055,M069,33.22
P055,M070,31.570000000000004
P055,M071,34.36
P055,M072,27.34
P055,M073,39.79
P055,M074,17.73
P055,M075,26.67
P055,M076,27.49
P055,M077,12.91
P055,M078,23.18
P055,M079,24.41
P055,M080,31.81
P055,M081,36.25
P055,M082,17.24
P055,M083,28.98
P055,M084,41.46
P055,M085,32.36
P055,M086,10.68
P055,M087,37.43
P055,M088,30.93
P055,M089,30.850000000000005
P055,M090,34.96
P055,M091,8.08
P055,M092,8.85
P055,M093,37.01
P055,M094,34.94
P055,M095,31.1
P055,M097,35.92
P055,M098,11.51
P055,M099,18.57
P055,M100,20.7
P056,M001,18.31
P056,M003,10.89
P056,M004,18.53
P056,M005,36.02
P056,M006,23.67
P056,M009,6.06
P056,M010,19.63
P056,M011,36.83
P056,M012,11.199999999999998
P056,M014,15.52
P056,M015,36.82
P056,M017,10.58
P056,M018,32.23
P056,M019,10.38
P056,M020,25.84
P056,M021,35.04
P056,M022,36.94
P056,M023,22.55
P056,M024,7.42
P056,M027,21.899999999999995
P056,M028,34.91
P056,M029,16.72
P056,M030,9.08
P056,M031,6.23
P056,M032,13.33
P056,M033,33.03
P056,M034,9.53
P056,M035,35.81
P056,M036,15.639999999999999
P056,M037,20.36
P056,M038,21.14
P056,M039,22.13
P056,M040,30.14
P056,M041,30.91
P056,M044,14.01
P056,M045,25.19
P056,M046,16.66
P056,M047,15.04
P056,M048,29.97
P056,M049,38.49
P056,M051,36.8
P056,M052,28.41
P056,M053,33.0
P056,M054,19.29
P056,M055,8.63
P056,M056,14.08
P056,M057,39.14
P056,M058,18.43
P056,M059,39.53
P056,M060,25.7
P056,M061,9.71
P056,M062,38.94
P056,M063,24.31
P056,M064,4.49
P056,M066,18.73
P056,M067,23.29
P056,M068,21.38
P056,M070,25.23
P056,M072,33.32
P056,M073,35.95
P056,M074,25.73
P056,M076,38.68
P056,M077,36.25
P056,M078,31.21
P056,M079,27.35
P056,M080,31.44
P056,M081,24.63
P056,M085,12.89
P056,M087,40.08
P056,M088,36.01
P056,M089,18.28
P056,M090,37.49
P056,M091,40.08
P056,M092,33.93
P056,M094,39.16
P056,M095,22.0
P056,M096,21.71
P056,M097,8.17
P056,M098,4.1
P056,M099,13.300000000000002
P056,M100,26.69
P057,M001,37.96
P057,M003,21.29
P057,M004,5.17
P057,M005,40.9
P057,M006,7.669999999999999
P057,M007,25.27
P057,M008,37.37
P057,M009,24.67
P057,M010,20.54
P057,M011,33.28
P057,M012,20.79
P057,M013,14.25
P057,M014,22.86
P057,M015,11.87
P057,M016,20.38
P057,M017,35.46
P057,M018,34.04
P057,M019,22.58
P057,M020,35.41
P057,M021,17.57
P057,M022,37.45
P057,M023,13.74
P057,M025,21.16
P057,M026,5.2
P057,M027,41.12
P057,M028,41.5
P057,M029,32.21
P057,M030,38.27
P057,M031,32.03
P057,M032,21.459999999999997
P057,M034,13.77
P057,M035,29.75
P057,M036,23.24
P057,M037,9.59
P057,M038,4.61
P057,M039,24.75
P057,M040,17.22
P057,M041,24.76
P057,M042,40.27
P057,M043,41.17
P057,M044,31.08
P057,M045,17.58
P057,M046,7.02
P057,M047,7.38
P057,M048,36.26
P057,M049,39.91
P057,M050,14.94
P057,M051,7.68
P057,M052,30.29
P057,M053,27.53
P057,M054,24.68
P057,M055,31.83
P057,M056,38.05
P057,M057,12.1
P057,M058,30.4
P057,M059,32.21
P057,M060,35.14
P057,M061,5.489999999999999
P057,M062,39.8
P057,M063,15.17
P057,M064,23.32
P057,M065,5.04
P057,M066,39.24
P057,M067,34.03
P057,M068,22.62
P057,M069,29.66
P057,M070,28.63
P057,M071,30.08
P057,M072,19.15
P057,M074,16.92
P057,M075,11.48
P057,M076,19.78
P057,M077,5.36
P057,M078,13.42
P057,M079,31.74
P057,M080,8.54
P057,M081,7.43
P057,M082,19.66
P057,M083,10.85
P057,M084,23.98
P057,M085,39.65
P057,M086,16.48
P057,M087,26.34
P057,M088,35.38
P057,M089,6.730000000000001
P057,M090,6.5
P057,M091,5.35
P057,M093,12.39
P057,M094,10.79
P057,M095,27.63
P057,M096,35.71
P057,M097,27.59
P057,M098,20.11
P057,M099,39.57
P057,M100,14.339999999999998
P058,M001,7.61
P058,M002,6.51
P058,M003,9.04
P058,M005,35.89
P058,M007,21.649999999999995
P058,M008,13.39
P058,M009,21.95
P058,M010,42.03
P058,M011,42.6
P058,M012,40.15
P058,M013,21.63
P058,M014,14.74
P058,M015,37.64
P058,M016,33.28
P058,M018,11.2
P058,M019,6.7
P058,M021,34.91
P058,M022,33.18
P058,M023,28.56
P058,M024,34.26
P058,M025,25.76
P058,M026,12.67
P058,M027,10.96
P058,M028,25.99
P058,M029,34.0
P058,M030,12.46
P058,M031,14.85
P058,M033,25.04
P058,M035,28.61
P058,M036,31.29
P058,M037,25.86
P058,M038,6.89
P058,M039,36.79
P058,M040,24.33
P058,M041,16.01
P058,M043,34.73
P058,M044,11.17
P058,M045,4.29
P058,M048,34.3
P058,M049,36.87
P058,M050,5.98
P058,M051,16.35
P058,M052,7.21
P058,M053,29.48
P058,M054,8.9
P058,M055,30.45
P058,M056,7.239999999999999
P058,M057,6.5
P058,M058,6.2
P058,M059,26.49
P058,M060,17.05
P058,M062,25.42
P058,M063,40.69
P058,M064,29.73
P058,M065,32.46
P058,M066,33.97
P058,M067,21.16
P058,M068,19.81
P058,M069,15.29
P058,M070,3.07
P058,M071,18.18
P058,M072,15.16
P058,M073,27.7
P058,M074,30.74
P058,M076,25.9
P058,M077,32.92
P058,M078,30.25
P058,M079,31.48
P058,M080,37.61
P058,M081,28.040000000000003
P058,M082,33.27
P058,M083,20.05
P058,M084,22.17
P058,M085,25.69
P058,M088,30.89
P058,M089,33.92
P058,M090,4.48
P058,M091,12.34
P058,M092,31.56
P058,M093,19.02
P058,M094,26.63
P058,M095,26.81
P058,M096,14.22
P058,M097,39.19
P058,M098,13.43
P058,M099,29.46
P058,M100,27.87
P059,M001,3.0
P059,M002,25.85
P059,M003,18.26
P059,M004,16.14
P059,M005,32.41
P059,M006,32.84
P059,M007,22.33
P059,M008,10.43
P059,M009,4.09
P059,M010,31.28
P059,M011,5.36
P059,M012,21.59
P059,M013,8.92
P059,M014,37.4
P059,M015,38.59
P059,M016,5.75
P059,M017,15.49
P059,M018,11.34
P059,M019,8.5
P059,M020,14.82
P059,M021,18.81
P059,M022,8.6
P059,M023,29.190000000000005
P059,M024,23.15
P059,M025,25.2
P059,M026,21.03
P059,M027,25.06
P059,M028,24.48
P059,M029,15.84
P059,M030,11.9
P059,M031,21.33
P059,M032,11.13
P059,M033,27.06
P059,M035,7.41
P059,M036,13.68
P059,M037,37.98
P059,M038,10.12
P059,M039,17.09
P059,M040,18.18
P059,M042,17.4
P059,M043,32.91
P059,M044,35.54
P059,M045,17.67
P059,M046,7.81
P059,M048,14.64
P059,M049,28.98
P059,M050,24.99
P059,M051,38.11
P059,M052,41.03
P059,M055,11.91
P059,M056,37.97
P059,M057,34.75
P059,M058,34.56
P059,M060,5.83
P059,M061,5.06
P059,M062,30.96
P059,M063,17.07
P059,M064,16.99
P059,M065,19.67
P059,M066,14.63
P059,M067,8.99
P059,M069,11.93
P059,M070,41.53
P059,M071,29.540000000000003
P059,M072,11.65
P059,M073,20.05
P059,M075,8.33
P059,M076,35.9
P059,M077,15.26
P059,M078,16.14
P059,M079,20.37
P059,M084,16.25
P059,M085,11.32
P059,M086,28.369999999999997
P059,M087,21.459999999999997
P059,M088,21.48
P059,M089,11.1
P059,M090,34.21
P059,M091,17.39
P059,M092,40.91
P059,M093,20.17
P059,M094,10.62
P059,M095,19.7
P059,M096,16.24
P059,M097,36.8
P059,M098,20.47
P059,M099,21.929999999999996
P060,M002,8.07
P060,M003,10.89
P060,M005,34.6
P060,M006,4.48
P060,M007,29.52
P060,M008,39.79
P060,M009,12.01
P060,M010,10.85
P060,M011,33.77
P060,M012,16.94
P060,M013,18.32
P060,M014,12.65
P060,M015,34.83
P060,M016,11.35
P060,M017,13.84
P060,M018,19.41
P060,M019,19.08
P060,M020,26.32
P060,M021,36.01
P060,M022,35.49
P060,M023,35.9
P060,M024,5.06
P060,M025,32.42
P060,M026,35.05
P060,M027,24.13
P060,M029,16.66
P060,M030,32.92
P060,M031,25.709999999999997
P060,M032,35.02
P060,M033,26.93
P060,M034,21.27
P060,M035,16.83
P060,M036,18.32
P060,M037,33.19
P060,M038,28.56
P060,M039,19.77
P060,M040,26.26
P060,M041,22.21
P060,M042,38.9
P060,M043,23.11
P060,M044,13.99
P060,M045,13.97
P060,M046,32.58
P060,M047,21.91
P060,M049,13.44
P060,M051,14.45
P060,M053,7.37
P060,M054,38.05
P060,M055,39.89
P060,M056,6.650000000000001
P060,M057,25.13
P060,M058,17.32
P060,M059,6.47
P060,M061,37.88
P060,M062,9.47
P060,M064,33.68
P060,M065,11.42
P060,M066,12.89
P060,M067,7.19
P060,M068,11.87
P060,M069,26.03
P060,M070,22.71
P060,M071,5.95
P060,M072,37.67
P060,M073,32.11
P060,M074,41.25
P060,M075,28.89
P060,M076,12.7
P060,M077,40.21
P060,M079,4.92
P060,M080,7.44
P060,M081,8.32
P060,M082,11.05
P060,M083,34.53
P060,M084,33.07
P060,M085,38.64
P060,M086,36.96
P060,M087,19.69
P060,M088,31.429999999999996
P060,M089,25.91
P060,M090,8.47
P060,M091,4.01
P060,M092,15.52
P060,M093,40.06
P060,M094,13.49
P060,M097,21.85
P060,M098,16.12
P060,M099,41.88
P060,M100,40.04
P061,M001,5.77
P061,M002,31.86
P061,M004,20.73
P061,M005,39.82
P061,M006,34.77
P061,M007,37.27
P061,M008,19.19
P061,M009,12.24
P061,M010,8.71
P061,M011,38.72
P061,M012,17.12
P061,M013,25.31
P061,M014,10.79
P061,M015,18.95
P061,M016,15.23
P061,M018,12.88
P061,M020,35.61
P061,M022,38.86
P061,M023,5.13
P061,M025,3.13
P061,M026,15.62
P061,M027,9.5
P061,M028,31.28
P061,M029,15.87
P061,M031,8.43
P061,M032,19.38
P061,M033,32.64
P061,M034,9.58
P061,M035,6.3
P061,M036,19.12
P061,M038,38.34
P061,M039,8.05
P061,M040,17.98
P061,M041,11.16
P061,M042,5.25
P061,M043,36.86
P061,M044,5.65
P061,M045,32.9
P061,M046,19.81
P061,M047,6.58
P061,M048,20.2
P061,M049,23.2
P061,M050,14.18
P061,M057,38.2
P061,M058,31.73
P061,M059,24.34
P061,M060,32.56
P061,M061,16.8
P061,M062,13.54
P061,M064,19.96
P061,M066,37.27
P061,M067,11.28
P061,M068,41.21
P061,M069,39.03
P061,M070,39.38
P061,M072,36.04
P061,M073,28.57
P061,M074,20.63
P061,M075,41.35
P061,M077,25.4
P061,M078,36.34
P061,M079,40.14
P061,M080,26.41
P061,M081,30.52
P061,M082,34.17
P061,M083,30.22
P061,M084,12.95
P061,M086,15.11
P061,M087,5.97
P061,M088,40.32
P061,M089,20.78
P061,M090,4.53
P061,M092,4.43
P061,M093,22.25
P061,M094,3.14
P061,M095,41.63
P061,M096,39.69
P061,M097,38.07
P061,M098,40.91
P061,M099,9.71
P061,M100,12.89
P062,M002,38.21
P062,M003,36.91
P062,M004,6.3
P062,M005,37.14
P062,M006,7.89
P062,M009,13.550000000000002
P062,M010,32.43
P062,M011,40.12
P062,M012,39.1
P062,M013,35.33
P062,M014,36.99
P062,M015,5.31
P062,M016,21.03
P062,M017,23.7
P062,M018,41.96
P062,M019,22.95
P062,M021,16.53
P062,M023,29.14
P062,M026,31.56
P062,M027,16.3
P062,M028,33.02
P062,M029,10.25
P062,M031,9.98
P062,M032,6.45
P062,M033,12.660000000000002
P062,M034,40.37
P062,M035,7.17
P062,M036,20.82
P062,M037,33.59
P062,M038,39.21
P062,M040,32.54
P062,M041,29.57
P062,M042,37.63
P062,M043,25.679999999999996
P062,M045,18.44
P062,M046,34.88
P062,M047,15.76
P062,M048,37.6
P062,M050,28.1
P062,M051,42.24
P062,M053,37.5
P062,M054,5.72
P062,M055,22.92
P062,M056,37.54
P062,M057,40.39
P062,M058,10.36
P062,M059,28.690000000000005
P062,M060,29.66
P062,M061,33.18
P062,M062,28.91
P062,M063,27.97
P062,M065,15.8
P062,M066,9.07
P062,M067,30.06
P062,M069,12.1
P062,M070,17.13
P062,M072,26.2
P062,M073,29.33
P062,M074,31.05
P062,M075,16.97
P062,M076,22.5
P062,M077,14.02
P062,M078,6.65
P062,M079,41.75
P062,M080,34.44
P062,M081,11.32
P062,M083,8.43
P062,M084,8.81
P062,M085,38.87
P062,M087,9.02
P062,M089,39.69
P062,M090,36.05
P062,M091,9.52
P062,M092,5.88
P062,M093,35.42
P062,M094,22.15
P062,M095,8.52
P062,M096,5.1
P062,M098,41.11
P062,M100,27.44
P063,M001,12.93
P063,M002,39.13
P063,M003,22.79
P063,M005,40.77
P063,M006,13.78
P063,M008,22.93
P063,M009,3.25
P063,M010,20.07
P063,M011,19.35
P063,M013,30.78
P063,M014,36.3
P063,M015,18.46
P063,M016,14.57
P063,M017,25.4
P063,M018,15.18
P063,M019,7.47
P063,M020,29.43
P063,M021,8.41
P063,M022,5.69
P063,M023,34.47
P063,M025,10.5
P063,M026,8.94
P063,M027,3.45
P063,M028,26.49
P063,M029,41.33
P063,M030,35.41
P063,M031,38.12
P063,M032,35.24
P063,M033,24.98
P063,M034,28.850000000000005
P063,M036,10.19
P063,M037,22.53
P063,M038,11.82
P063,M039,33.88
P063,M040,13.61
P063,M041,30.35
P063,M042,22.73
P063,M043,28.79
P063,M044,30.72
P063,M045,29.07
P063,M046,30.25
P063,M047,7.12
P063,M048,38.71
P063,M049,29.37
P063,M050,40.59
P063,M051,17.57
P063,M052,8.27
P063,M053,8.26
P063,M054,35.87
P063,M055,22.73
P063,M056,32.95
P063,M058,5.94
P063,M059,9.58
P063,M061,24.86
P063,M062,34.1
P063,M063,34.79
P063,M064,29.84
P063,M065,21.39
P063,M066,31.679999999999996
P063,M067,25.48
P063,M068,10.56
P063,M069,41.66
P063,M070,19.49
P063,M071,16.12
P063,M072,32.65
P063,M073,8.68
P063,M074,24.16
P063,M075,25.41
P063,M076,31.35
P063,M077,10.54
P063,M078,12.5
P063,M079,35.14
P063,M080,39.14
P063,M081,11.82
P063,M083,15.57
P063,M084,15.99
P063,M085,34.39
P063,M089,26.38
P063,M090,14.62
P063,M091,14.22
P063,M092,10.26
P063,M093,21.39
P063,M094,35.52
P063,M095,22.3
P063,M096,31.36
P063,M098,5.85
P063,M099,37.05
P063,M100,29.25
P064,M003,4.27
P064,M004,10.98
P064,M005,17.96
P064,M006,16.54
P064,M007,16.36
P064,M010,5.48
P064,M011,13.02
P064,M012,27.44
P064,M014,26.64
P064,M016,14.44
P064,M017,8.73
P064,M018,12.81
P064,M019,35.27
P064,M020,12.03
P064,M021,39.77
P064,M022,14.02
P064,M026,20.83
P064,M027,6.62
P064,M028,23.38
P064,M029,28.25
P064,M030,18.26
P064,M031,29.33
P064,M032,10.45
P064,M033,16.5
P064,M034,34.05
P064,M036,34.48
P064,M037,36.65
P064,M038,31.9
P064,M039,41.36
P064,M040,25.540000000000003
P064,M041,35.79
P064,M042,30.57
P064,M043,15.72
P064,M045,17.04
P064,M046,6.349999999999999
P064,M047,22.75
P064,M048,40.62
P064,M050,26.98
P064,M051,11.270000000000001
P064,M052,38.75
P064,M053,4.62
P064,M054,20.0
P064,M055,30.97
P064,M056,23.55
P064,M058,35.11
P064,M059,30.130000000000003
P064,M060,28.63
P064,M063,6.65
P064,M065,29.69
P064,M066,9.52
P064,M067,10.6
P064,M068,27.79
P064,M069,4.77
P064,M070,25.95
P064,M071,9.67
P064,M073,11.25
P064,M074,35.17
P064,M075,10.27
P064,M077,5.63
P064,M078,28.179999999999996
P064,M079,23.05
P064,M081,8.65
P064,M083,7.21
P064,M084,15.92
P064,M085,3.95
P064,M086,11.74
P064,M087,25.88
P064,M088,23.93
P064,M089,9.67
P064,M091,23.39
P064,M092,33.33
P064,M094,27.65
P064,M095,31.22
P064,M096,16.39
P064,M097,20.09
P064,M098,6.65
P064,M099,23.7
P064,M100,19.98
P065,M001,12.04
P065,M002,22.24
P065,M003,21.93
P065,M004,29.56
P065,M005,35.24
P065,M006,6.35
P065,M007,32.61
P065,M008,36.17
P065,M009,22.76
P065,M010,9.49
P065,M011,30.72
P065,M014,39.24
P065,M016,8.4
P065,M017,39.26
P065,M019,27.36
P065,M020,33.85
P065,M021,23.179999999999996
P065,M022,39.11
P065,M023,12.98
P065,M024,35.89
P065,M025,34.02
P065,M026,30.76
